Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,output
633,25,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.527724447,0.431946288,35.28592597,6528.79888
514,25,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.535364693,0.442952601,37.67828481,6515.26145
662,25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.463097152,0.426679269,33.99420814,5498.46022
478,25,0.5,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.523276949,0.462462315,37.80745277,6281.91711
705,25,0.5,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.545094508,0.476308423,37.81761708,6747.59779
169,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.437609121,0.416280584,32.41787171,4768.59437
586,25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,16,0.26,0.335529768,0.352186419,27.3454535,2988.05944
172,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.593029845,0.493238354,42.12881916,8823.69011
693,25,0.5,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.605758307,0.500524535,42.0271829,7575.80124
527,25,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.431946288,0.412478904,32.74377319,4952.01304
711,25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.543722877,0.471871207,38.61011529,7416.70776
122,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.437609121,0.395898222,31.67018669,5009.96222
12,37.5,0.75,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.384646205,0.383563534,29.05187144,3748.46547
561,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.476202171,0.439565369,34.89995717,5377.27086
719,25,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.315500071,0.372179064,27.3454535,2988.05944
449,25,0.5,0.25,0.38,0.75,86,52,71.9,62,30,50.8,24,0.39,0.444254359,0.439422701,33.94201411,5085.84473
178,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.396762494,0.397617195,29.07835591,4068.35066
408,12.5,0.25,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.549794912,0.453507667,37.30376378,7637.63338
725,25,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.53427161,0.430330293,36.31114278,6331.86722
181,12.5,0.25,0.25,0.38,0.63,86,52,71.9,62,30,50.8,1,0.1,0.571708025,0.48651762,39.18303615,7455.41638
290,12.5,0.25,0.25,0.63,0.75,86,52,71.9,62,30,50.8,24,0.39,0.490242145,0.447536765,34.8499528,5807.00693
240,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.595712725,0.491320232,41.78031158,7532.82953
453,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.542170237,0.465680233,37.78237359,8711.20896
566,25,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.392583006,0.397617195,31.00460557,4057.55521
622,25,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.53434503,0.438026493,36.95787336,6626.8515
132,12.5,0.25,0.25,0.38,0.38,86,52,71.9,62,30,50.8,1,0.1,0.480386371,0.428771298,33.31178956,5009.96222
766,20,0.537,0.117,0.409,0.058,94.6,57.2,79,68.2,33,55.9,3.77,0.06,0.572611128,0.488527456,39.1606042,7669.81182
379,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.595712725,0.494895461,41.94865711,7617.39589
71,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,34,0.56,0.390063566,0.401091418,30.79374092,4334.84122
173,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.468921469,0.40878935,33.4416065,5329.2632
485,25,0.5,0.25,0.38,0.63,86,52,71.9,62,30,50.8,16,0.26,0.48180056,0.445339632,35.20741312,6451.10052
507,25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.407373541,0.407126353,33.16394425,4310.6254
667,25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.544066693,0.445382693,36.97636061,6107.38247
564,25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,24,0.39,0.363981224,0.388860282,29.08514833,3723.52338
129,12.5,0.25,0.25,0.25,0.75,86,52,71.9,62,30,50.8,1,0.1,0.55235942,0.477940817,38.53456885,6663.00068
45,25,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,16,0.26,0.449195313,0.412450296,33.30696962,4920.13663
471,25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.389452628,0.388632634,30.12737627,4245.28573
246,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.572611128,0.488112101,39.92210139,7013.00281
50,37.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,1,0.1,0.381314223,0.394971427,29.83315835,3822.98167
334,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.527591617,0.462462315,39.33656697,7800.50128
101,12.5,0.25,0.25,0.25,0.63,86,52,71.9,62,30,50.8,16,0.26,0.576561833,0.485989695,39.82088488,7415.89441
128,12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.464411249,0.436345708,35.61618557,5747.56017
766,25,0.5,0.38,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.496618271,0.446570029,35.52053432,5966.71128
690,25,0.5,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.506346175,0.457845739,36.94898618,6226.28514
234,12.5,0.25,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.596551315,0.497978979,41.78031158,7016.89385
272,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.581744319,0.486816771,40.55501923,7163.9441
169,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.479965751,0.402855862,32.62780351,5649.03716
359,12.5,0.25,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.605758307,0.455880077,39.41382075,7884.56772
145,12.5,0.25,0.25,0.38,0.38,86,52,71.9,62,30,50.8,16,0.26,0.502785174,0.450692194,36.35683231,6808.26361
459,25,0.5,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.539747718,0.461179325,37.83085922,6621.25081
654,25,0.5,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.520587192,0.46326367,35.18441169,6157.05484
330,12.5,0.25,0.25,0.75,0.63,86,52,71.9,62,30,50.8,16,0.26,0.485336051,0.442193092,35.37114225,5946.05226
738,20,0.537,0.117,0.409,0.058,86,52,71.9,62,30,50.8,3.77,0.06,0.403310637,0.40166998,30.79561296,4228.81888
724,25,0.5,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.442693354,0.424803532,34.02922281,5199.79211
764,25,0.5,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.490320807,0.420093742,35.92331365,5569.13925
583,25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,16,0.26,0.542133036,0.464892019,37.19103587,6482.70572
681,25,0.5,0.38,0.38,0.75,86,52,71.9,62,30,50.8,1,0.1,0.506346175,0.458966196,36.94898618,6058.64876
192,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.509158377,0.450498441,36.09379556,6072.83443
643,25,0.5,0.25,0.75,0.63,86,52,71.9,62,30,50.8,34,0.56,0.402838656,0.401275192,32.74377319,4684.89321
162,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.509158377,0.42727728,36.85236256,6155.89609
754,25,0.5,0.38,0.63,0.5,86,52,71.9,62,30,50.8,1,0.1,0.527591617,0.463561831,37.87903588,6526.98819
389,12.5,0.25,0.38,0.38,0.75,86,52,71.9,62,30,50.8,1,0.1,0.622622866,0.535660479,43.33471751,8652.04334
569,25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,24,0.39,0.449875425,0.437317312,33.3039002,5154.97591
26,25,0.25,0.25,0.25,0.25,86,52,71.9,62,30,50.8,34,0.56,0.435380969,0.423861178,33.22890035,4737.63925
696,25,0.5,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.523070143,0.451036893,37.80745277,7101.75783
416,12.5,0.25,0.38,0.5,0.63,86,52,71.9,62,30,50.8,16,0.26,0.623063206,0.514790079,43.93700206,8562.37077
41,12.5,0.25,0.25,0.25,0.38,86,52,71.9,62,30,50.8,34,0.56,0.390063566,0.40166998,30.27510191,3900.34404
195,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.587319779,0.488568502,39.77772061,7163.9441
415,12.5,0.25,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.593029845,0.495912854,41.35738644,7381.3794
457,25,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.535364693,0.446450716,37.44044874,6836.60081
734,25,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.509158377,0.459420676,36.57388769,6292.96076
317,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.502398084,0.430253104,35.18441169,6347.56076
411,12.5,0.25,0.38,0.5,0.75,86,52,71.9,62,30,50.8,1,0.1,0.612974151,0.508336663,43.93700206,8134.72655
476,25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.404225284,0.402362581,31.92881551,4641.00151
484,25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.464411249,0.435764199,34.13758465,6412.47345
566,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.50476135,0.429452031,35.55753695,6132.99793
264,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.502842336,0.452320672,36.98857322,6180.95142
296,12.5,0.25,0.25,0.63,0.75,86,52,71.9,62,30,50.8,1,0.1,0.587319779,0.492641907,40.39944387,7451.72563
47,25,0.25,0.25,0.25,0.38,86,52,71.9,62,30,50.8,34,0.56,0.350136522,0.388145286,28.87371362,3447.0821
282,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.476202171,0.419747673,34.94019505,5556.37228
199,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.506793789,0.417947008,35.88512085,6198.06496
684,25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.437424398,0.402105764,31.23191007,4584.45355
485,25,0.5,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.483671436,0.433844688,34.97653895,5996.07855
265,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.531583632,0.443962193,37.7513957,6998.37875
263,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.583378727,0.488176027,40.33593654,7479.93417
466,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.63346314,0.513260507,44.40338621,8212.79289
241,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.469925759,0.425457642,33.29902167,5360.87391
599,25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.480072982,0.446570029,35.71826335,5772.91016
552,25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.411591443,0.408088064,31.67018669,4254.82514
214,12.5,0.25,0.25,0.5,0.5,86,52,71.9,62,30,50.8,24,0.39,0.520587192,0.460796109,37.74750888,6683.20061
559,25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.47960301,0.445308404,35.55511529,5333.97357
557,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.476054066,0.445717779,34.87061011,5531.35174
358,12.5,0.25,0.38,0.38,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.600340952,0.496358614,41.66192928,7575.80124
597,25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.454725217,0.42018755,32.46181948,4870.62537
379,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.490016595,0.417545412,35.88512085,4999.15621
757,25,0.5,0.38,0.63,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.505120461,0.457772938,36.6742427,6132.99793
745,25,0.5,0.38,0.5,0.75,86,52,71.9,62,30,50.8,24,0.39,0.578889093,0.492641907,40.26540842,7556.10991
571,25,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.398976956,0.399983862,30.5797224,4177.0152
197,12.5,0.25,0.25,0.38,0.75,86,52,71.9,62,30,50.8,24,0.39,0.535364693,0.469631675,38.82636429,6735.24371
237,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.559094277,0.445134287,39.12726257,7174.6649
461,25,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.40294843,0.409438226,31.85521692,4125.75712
752,25,0.5,0.38,0.63,0.5,86,52,71.9,62,30,50.8,16,0.26,0.429580755,0.417908804,31.43977899,4966.77945
343,12.5,0.25,0.25,0.75,0.75,86,52,71.9,62,30,50.8,24,0.39,0.566645314,0.466640196,39.85898134,6465.37205
304,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.578889093,0.482859526,40.65549833,7101.75783
563,25,0.5,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.494584864,0.446570029,37.71251297,6037.68613
154,12.5,0.25,0.25,0.38,0.38,86,52,71.9,62,30,50.8,16,0.26,0.550864261,0.471249919,38.61011529,6461.67087
498,25,0.5,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.532303678,0.482859526,40.54647951,7297.7321
345,12.5,0.25,0.25,0.75,0.75,86,52,71.9,62,30,50.8,34,0.56,0.450822025,0.409033913,32.81579359,4737.63925
513,25,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.421629852,0.417947008,32.40278346,4558.98072
443,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.632108665,0.631033926,44.99434918,8175.45619
189,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.576561833,0.468338919,40.22738685,7236.09025
708,25,0.5,0.38,0.5,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.495987728,0.43226586,35.50033008,6461.67087
151,12.5,0.25,0.25,0.38,0.38,86,52,71.9,62,30,50.8,24,0.39,0.456503309,0.423988312,33.55813441,4737.63925
504,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.485548321,0.447157374,34.97131513,5696.02606
477,25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.477940817,0.435291285,34.66057255,5637.9843
775,25,0.5,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.444254359,0.438514042,33.44212024,5154.97591
479,25,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.498952193,0.424902006,32.81196654,6539.11085
470,25,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.447780771,0.432722017,34.87061011,4853.8076
349,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.529163709,0.447853006,36.88084855,6717.44627
309,12.5,0.25,0.25,0.75,0.63,86,52,71.9,62,30,50.8,24,0.39,0.50476135,0.452680279,36.31159312,6071.2289
744,25,0.5,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.529070993,0.479866804,37.3001964,7028.6735
553,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.451103585,0.405558182,32.79766623,5501.87808
271,12.5,0.25,0.25,0.63,0.5,86,52,71.9,62,30,50.8,24,0.39,0.58249065,0.492693356,41.35738644,7732.22522
544,25,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.452690306,0.401091418,33.29902167,5934.01088
645,25,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.520592483,0.460369104,37.77154371,7101.75783
515,25,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.479965751,0.438586418,34.15934595,5154.97591
676,25,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.465538066,0.409033913,32.88840203,5645.14663
137,12.5,0.25,0.25,0.38,0.25,94.6,57.2,79,68.2,33,55.9,34,0.56,0.545094508,0.442535249,36.31114278,5781.85965
440,12.5,0.25,0.38,0.5,0.5,86,52,71.9,62,30,50.8,1,0.1,0.612633396,0.504526655,42.13008169,7935.09476
644,25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.550116044,0.477126551,39.33251373,6903.87339
746,25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.570329618,0.488047919,37.35683231,6580.39696
489,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.524635459,0.436345708,36.92483932,6621.25081
639,25,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.391627198,0.388819023,30.79374092,4056.83427
360,12.5,0.25,0.38,0.38,0.5,86,52,71.9,62,30,50.8,1,0.1,0.564981991,0.485099788,40.03764422,7669.81182
235,12.5,0.25,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.561296524,0.483702858,41.91637397,7415.89441
10,37.5,0.25,0.25,0.25,0.25,86,52,71.9,62,30,50.8,34,0.56,0.284442614,0.367762987,29.73999168,2825.00374
239,12.5,0.25,0.25,0.5,0.5,86,52,71.9,62,30,50.8,1,0.1,0.606612254,0.500647106,42.18519611,7895.0208
587,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.499992838,0.409976946,31.39456852,4418.44126
283,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.490242145,0.449545727,34.13758465,5970.68186
248,12.5,0.25,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.534251703,0.482423774,40.64163782,7130.83001
675,25,0.5,0.38,0.38,0.5,86,52,71.9,62,30,50.8,1,0.1,0.490320807,0.444587916,34.15934595,5503.09583
528,25,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.450102564,0.430905502,33.53267475,5453.99382
187,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.596753394,0.497978979,41.52614508,7297.7321
459,37.5,0.75,0.25,0.25,0.25,86,52,71.9,62,30,50.8,34,0.56,0.403310637,0.400980125,30.58216104,4290.96488
168,12.5,0.25,0.25,0.38,0.5,86,52,71.9,62,30,50.8,1,0.1,0.532704207,0.460795368,37.78237359,6595.45629
327,12.5,0.25,0.25,0.75,0.63,86,52,71.9,62,30,50.8,24,0.39,0.437609121,0.42727728,33.44938499,5305.74363
619,25,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.467741485,0.416537797,33.749712,5556.3746
386,12.5,0.25,0.38,0.38,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.496019026,0.448256199,36.04045222,6030.98074
753,25,0.5,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.397461189,0.399556226,31.13021301,4079.91244
597,25,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.553032347,0.469892556,38.45252155,7241.37053
642,25,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.534251703,0.44252903,36.6742427,6795.88187
591,25,0.5,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.492994856,0.442111609,34.29902167,5954.51315
460,25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.40294843,0.409269062,31.10924166,4278.76321
635,25,0.5,0.25,0.75,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.490016595,0.442952601,35.88512085,5948.11447
654,25,0.5,0.25,0.75,0.75,86,52,71.9,62,30,50.8,16,0.26,0.511413154,0.486889324,39.06314597,7103.50894
737,25,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.566076664,0.475184735,38.05729766,7443.62446
352,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.460205797,0.41951938,33.29902167,5402.48408
517,25,0.5,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.521950271,0.461179325,37.62889677,6608.04163
416,12.5,0.25,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.595948108,0.493257523,41.91637397,7399.87589
241,12.5,0.25,0.25,0.5,0.63,86,52,71.9,62,30,50.8,16,0.26,0.542133036,0.443962193,35.11807556,6540.10545
85,12.5,0.25,0.25,0.25,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.404225284,0.404575636,31.1279858,4281.52619
434,12.5,0.25,0.38,0.5,0.63,86,52,71.9,62,30,50.8,34,0.56,0.645640994,0.513585375,42.11266981,8064.73881
579,25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,24,0.39,0.508991582,0.45782887,36.35683231,5864.12845
310,12.5,0.25,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.490965919,0.464639165,34.78799327,5970.68186
385,12.5,0.25,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.567975637,0.497740882,41.91637397,8634.77583
19,37.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.384981338,0.39604355,30.57509852,3968.33018
757,25,0.5,0.38,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.424574228,0.42018755,31.86729396,4560.22361
608,25,0.5,0.25,0.75,0.75,86,52,71.9,62,30,50.8,34,0.56,0.376670148,0.392787396,30.79125626,4200.97375
57,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.48180056,0.423927032,34.35665515,5636.30874
372,12.5,0.25,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.605758307,0.452320672,38.6454264,7617.39589
393,12.5,0.25,0.38,0.38,0.75,86,52,71.9,62,30,50.8,24,0.39,0.483872542,0.445284233,37.75813832,5596.22636
462,25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.470643424,0.417947008,34.8789274,6327.00807
549,25,0.5,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.451083154,0.412450296,33.48611213,5033.68556
59,12.5,0.25,0.25,0.25,0.25,86,52,71.9,62,30,50.8,34,0.56,0.410652063,0.402182926,31.6656798,4310.6254
496,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.464260194,0.436258462,33.60574758,5203.87681
12,37.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.354086468,0.388167887,29.83315835,2508.37567
200,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.58272491,0.488112101,40.73826603,7163.9441
38,25,0.25,0.25,0.38,0.25,94.6,57.2,79,68.2,33,55.9,34,0.56,0.340063353,0.380185034,27.62154773,3276.36206
565,25,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.4965362,0.446575791,35.61618557,6594.0446
430,12.5,0.25,0.38,0.5,0.5,86,52,71.9,62,30,50.8,34,0.56,0.437188153,0.416085184,33.31178956,4350.42467
572,25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,34,0.56,0.435969213,0.432226587,33.60534043,5178.27031
692,25,0.5,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.578887446,0.488527456,39.83192591,7270.31832
239,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.542170237,0.466492143,36.97636061,6482.70572
201,12.5,0.25,0.25,0.38,0.75,86,52,71.9,62,30,50.8,34,0.56,0.490965919,0.442865602,35.11807556,5739.92493
528,25,0.5,0.25,0.5,0.63,86,52,71.9,62,30,50.8,1,0.1,0.576589776,0.497978979,41.6216451,7441.50942
367,12.5,0.25,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.58492102,0.497864974,41.61500537,7457.50606
479,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.583697575,0.48651762,40.41794736,7127.16457
48,25,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.447668818,0.427683045,33.08835541,2508.37567
385,12.5,0.25,0.38,0.38,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.534251703,0.462697311,36.2542016,6848.62622
480,25,0.5,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.473458531,0.436865942,34.69390641,5596.22636
711,25,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.399362246,0.399556226,30.54630597,4310.6254
328,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.46751899,0.426679269,33.53267475,5150.94289
535,25,0.5,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.262139643,0.262139643,28.46200492,2379.90521
343,12.5,0.25,0.25,0.75,0.75,86,52,71.9,62,30,50.8,24,0.39,0.550864261,0.477438541,38.42153319,6683.20061
